Diet,Transport,Electricity Usage (kWh),Vehicle Type,Vehicle Monthly Distance Km,Heating Energy Source,Energy efficiency,How Long TV PC Daily Hour,How Long Internet Daily Hour,Waste Bag Size,Waste Bag Weekly Count,How Many New Clothes Monthly,Frequency of Traveling by Air,CarbonEmission
pescatarian,private,58.5,petrol,6574,electricity,No,19,1,extra large,5,23,never,3263
omnivore,private,81,lpg,8770,coal,Sometimes,19,16,small,1,36,rarely,3716
omnivore,private,84,diesel,8194,wood,Yes,21,14,small,6,21,very frequently,4790
omnivore,private,21,lpg,5074,natural gas,No,3,8,extra large,7,44,rarely,4622
omnivore,private,87,petrol,8922,coal,Yes,23,12,small,4,49,frequently,7033
vegan,private,30,hybrid,2791,electricity,No,6,8,medium,5,41,very frequently,3326
vegetarian,private,57,diesel,6207,electricity,Yes,16,6,large,7,3,frequently,2929
vegetarian,private,21,petrol,1614,natural gas,Yes,3,8,extra large,1,18,frequently,1952
vegan,private,37.5,electric,5175,coal,Yes,6,13,small,6,44,rarely,1650
pescatarian,private,94.5,hybrid,5738,coal,Sometimes,20,23,medium,3,20,rarely,2240
vegan,private,49.5,hybrid,8317,coal,Sometimes,12,9,medium,6,45,rarely,3238
vegetarian,private,33,lpg,1060,coal,No,6,10,medium,1,47,frequently,2376
vegan,private,43.5,hybrid,5074,natural gas,Yes,11,7,small,1,19,never,1818
omnivore,private,81,electric,1518,coal,Sometimes,20,14,extra large,2,28,frequently,2458
omnivore,private,82.5,hybrid,2801,wood,Sometimes,21,13,large,7,30,rarely,2738
pescatarian,private,82.5,diesel,8272,wood,Sometimes,17,21,large,4,39,frequently,4981
pescatarian,private,9,electric,9740,natural gas,No,1,4,large,2,22,never,1041
vegetarian,private,16.5,petrol,4579,natural gas,Yes,5,1,small,6,2,frequently,2839
pescatarian,private,73.5,petrol,6734,coal,No,17,15,small,6,43,never,4102
vegetarian,private,82.5,hybrid,2226,electricity,Yes,18,19,extra large,3,50,rarely,1807
vegan,private,54,hybrid,414,coal,Yes,8,20,medium,4,28,rarely,1715
vegetarian,private,52.5,hybrid,6926,electricity,Yes,12,11,small,2,41,rarely,1939
vegan,private,61.5,diesel,8003,natural gas,Yes,18,5,extra large,7,24,rarely,4299
vegetarian,private,51,hybrid,5308,electricity,Yes,10,14,large,5,18,rarely,2297
omnivore,private,91.5,diesel,6512,coal,Sometimes,21,19,small,1,49,frequently,4048
vegetarian,private,55.5,electric,6840,coal,No,15,7,large,7,24,rarely,1966
omnivore,private,27,diesel,3371,coal,Sometimes,3,12,small,6,43,very frequently,3934
omnivore,private,55.5,petrol,8669,wood,Sometimes,10,17,small,5,31,never,4684
omnivore,private,13.5,petrol,4501,electricity,Yes,3,3,extra large,1,25,very frequently,4878
vegan,private,91.5,hybrid,7084,wood,Sometimes,19,23,small,6,18,never,2398
omnivore,private,34.5,hybrid,2258,coal,Yes,11,1,medium,4,22,very frequently,2717
vegan,private,91.5,hybrid,8070,electricity,No,20,21,small,1,34,rarely,2671
vegan,private,27,lpg,5123,natural gas,Yes,2,14,large,1,18,very frequently,3566
vegetarian,private,79.5,petrol,7584,natural gas,Yes,15,23,large,5,48,frequently,4851
pescatarian,private,76.5,lpg,3287,coal,No,14,23,medium,7,39,rarely,3073
vegetarian,private,76.5,electric,520,natural gas,Sometimes,17,17,small,3,36,frequently,2214
omnivore,private,31.5,petrol,353,electricity,Sometimes,1,19,extra large,3,13,rarely,1469
vegetarian,private,64.5,electric,1059,natural gas,No,19,5,medium,6,29,never,1308
vegetarian,private,43.5,electric,1454,natural gas,Yes,10,9,extra large,1,19,never,1386
vegetarian,private,4.5,diesel,42,wood,No,1,1,large,3,29,very frequently,1912
vegan,private,10.5,electric,4955,natural gas,No,2,3,extra large,5,0,frequently,1828
omnivore,private,48,lpg,2430,coal,No,12,8,large,4,19,frequently,3340
vegan,private,27,diesel,5608,wood,Yes,1,16,large,4,6,frequently,2859
pescatarian,private,66,hybrid,2583,electricity,Yes,19,6,small,5,17,very frequently,3074
vegetarian,private,58.5,electric,115,natural gas,No,11,17,medium,2,49,very frequently,2509
vegan,private,94.5,lpg,8169,wood,Yes,21,21,large,6,7,rarely,4550
vegan,private,81,electric,3363,wood,Yes,17,20,large,6,22,very frequently,2971
vegetarian,private,39,petrol,9096,coal,Sometimes,11,4,medium,2,43,very frequently,7226
omnivore,private,52.5,diesel,8948,coal,Yes,16,3,small,1,5,very frequently,3495
vegan,private,46.5,petrol,9739,wood,No,5,21,extra large,1,21,very frequently,7337
omnivore,private,72,diesel,1212,coal,No,17,14,extra large,1,35,rarely,2097
vegetarian,private,67.5,lpg,7011,coal,Sometimes,22,1,small,2,27,never,3131
omnivore,private,27,electric,7892,natural gas,No,4,10,medium,3,49,frequently,2349
omnivore,private,87,electric,2434,natural gas,Sometimes,19,20,small,5,39,rarely,2057
vegetarian,private,66,electric,8052,electricity,Yes,19,6,extra large,1,17,very frequently,2415
vegan,private,73.5,diesel,740,coal,Sometimes,13,23,medium,1,36,frequently,2405
vegetarian,private,48,lpg,3370,electricity,No,8,16,large,2,12,rarely,2457
omnivore,private,21,petrol,1041,wood,Sometimes,4,6,large,2,50,never,1780
vegan,private,75,electric,8941,coal,No,17,16,medium,4,26,never,1510
vegetarian,private,85.5,petrol,8541,electricity,Sometimes,22,13,small,4,5,frequently,4506
pescatarian,private,73.5,petrol,1904,wood,No,24,1,extra large,4,26,very frequently,4171
pescatarian,private,46.5,electric,6819,coal,Yes,11,9,large,4,48,frequently,2207
omnivore,private,72,lpg,6673,coal,No,18,12,large,4,8,never,2679
vegetarian,private,45,diesel,1589,electricity,Sometimes,15,0,medium,7,22,rarely,1922
vegetarian,private,64.5,petrol,1047,coal,No,21,1,large,7,27,never,2605
pescatarian,private,90,hybrid,269,electricity,Yes,23,14,large,6,35,rarely,1605
pescatarian,private,22.5,petrol,8073,coal,Yes,3,9,medium,3,35,rarely,4185
vegetarian,private,51,petrol,6059,wood,No,15,4,large,2,12,frequently,4078
vegetarian,private,40.5,hybrid,7238,coal,No,10,7,large,2,36,frequently,2589
vegan,private,12,hybrid,7115,electricity,No,0,8,large,4,43,rarely,2515
vegan,private,54,electric,8530,wood,Yes,16,4,small,2,2,very frequently,1948
vegetarian,private,52.5,hybrid,8874,electricity,No,15,5,extra large,4,30,never,2435
pescatarian,private,45,electric,8383,electricity,No,14,2,medium,4,50,never,1484
vegetarian,private,52.5,hybrid,4671,natural gas,No,15,5,extra large,6,16,very frequently,3571
omnivore,private,66,electric,3320,coal,Yes,17,10,medium,2,22,very frequently,2599
vegetarian,private,27,lpg,185,electricity,Sometimes,0,18,extra large,1,15,frequently,1349
omnivore,private,48,petrol,5642,coal,Yes,9,14,small,3,29,rarely,3959
vegetarian,private,43.5,electric,6428,natural gas,Yes,9,11,medium,1,44,very frequently,2333
vegetarian,private,54,electric,1927,natural gas,Sometimes,11,14,extra large,2,41,never,1599
vegetarian,private,48,electric,6181,wood,Yes,10,12,extra large,7,19,rarely,1588
pescatarian,private,46.5,diesel,6441,coal,No,8,15,large,3,21,rarely,3655
vegan,private,36,electric,3002,electricity,No,7,10,small,3,27,very frequently,2415
omnivore,private,24,electric,3175,electricity,Sometimes,5,6,extra large,1,18,rarely,1290
vegetarian,private,42,hybrid,3754,wood,Sometimes,3,22,small,6,6,rarely,1757
vegetarian,private,66,diesel,2635,coal,No,11,22,large,1,15,never,2031
vegetarian,private,43.5,petrol,9933,electricity,No,12,5,extra large,3,24,frequently,4824
vegan,private,103.5,hybrid,8869,electricity,Yes,23,23,medium,6,0,frequently,2281
vegan,private,75,petrol,3468,coal,Yes,16,18,small,4,10,never,2416
vegan,private,64.5,petrol,9759,coal,Yes,12,19,extra large,6,18,frequently,5424
vegetarian,private,78,hybrid,4222,electricity,Yes,23,6,medium,5,40,frequently,2262
vegan,private,40.5,petrol,7598,natural gas,No,4,19,medium,6,12,never,4462
pescatarian,private,69,diesel,4136,coal,No,14,18,small,2,50,very frequently,4105
omnivore,private,31.5,electric,1388,coal,Sometimes,7,7,large,4,19,never,1471
pescatarian,private,13.5,lpg,4917,electricity,No,0,9,large,7,45,never,2634
vegan,private,30,diesel,3038,coal,No,3,14,large,7,4,frequently,2541
vegetarian,private,72,petrol,1657,wood,No,20,8,extra large,2,50,rarely,2431
vegetarian,private,13.5,petrol,2439,coal,No,4,1,small,3,9,very frequently,2799
pescatarian,private,40.5,diesel,9151,wood,Yes,2,23,small,7,33,frequently,4359
vegan,private,43.5,lpg,1197,natural gas,No,13,3,large,6,11,rarely,1890
vegetarian,private,58.5,lpg,1526,coal,Yes,15,9,small,2,4,rarely,1373
omnivore,private,67.5,electric,4621,coal,Sometimes,22,1,medium,4,46,never,2029
pescatarian,private,69,lpg,3953,electricity,No,12,22,medium,6,11,very frequently,4064
pescatarian,private,94.5,electric,2184,natural gas,No,24,15,medium,6,33,rarely,2218
vegetarian,private,31.5,diesel,1655,natural gas,No,10,1,small,6,26,very frequently,2500
pescatarian,private,66,diesel,5746,natural gas,No,17,10,medium,7,49,very frequently,5098
omnivore,private,30,hybrid,1844,wood,Yes,6,8,small,7,5,very frequently,2011
omnivore,private,106.5,lpg,8133,electricity,No,24,23,extra large,4,21,rarely,4372
vegan,private,22.5,petrol,6388,natural gas,Sometimes,3,9,extra large,3,48,frequently,4605
pescatarian,private,52.5,diesel,4861,electricity,Sometimes,16,3,large,6,24,frequently,3459
vegetarian,private,63,electric,1098,wood,Yes,18,6,medium,6,26,rarely,1352
pescatarian,private,70.5,diesel,8031,natural gas,No,16,15,extra large,1,29,rarely,3340
vegan,private,75,lpg,3597,electricity,Yes,22,6,large,6,5,very frequently,2906
pescatarian,private,9,petrol,2019,electricity,Yes,3,0,small,5,27,very frequently,2624
vegetarian,private,37.5,electric,4880,coal,No,8,9,small,1,24,rarely,1513
vegan,private,87,lpg,6691,electricity,Yes,21,16,extra large,5,33,frequently,4065
vegan,private,45,lpg,2411,wood,Sometimes,6,18,extra large,7,49,never,2292
vegan,private,42,electric,5689,wood,Sometimes,11,6,extra large,7,45,never,2253
vegan,private,76.5,electric,625,wood,Sometimes,16,19,extra large,1,25,rarely,1605
omnivore,private,30,electric,3102,coal,No,3,14,extra large,3,19,rarely,1637
vegan,private,9,lpg,8769,wood,No,3,0,extra large,2,29,never,3406
vegetarian,private,93,diesel,8909,wood,Yes,24,14,extra large,4,1,rarely,3272
vegetarian,private,72,petrol,1999,wood,Sometimes,18,12,extra large,3,44,very frequently,4741
pescatarian,private,30,diesel,3215,electricity,Sometimes,4,12,small,6,7,never,1636
pescatarian,private,55.5,petrol,7233,natural gas,Yes,14,9,medium,6,40,rarely,3764
vegan,private,42,diesel,1188,electricity,No,14,0,medium,5,17,rarely,1102
omnivore,private,34.5,lpg,9368,wood,Yes,1,21,medium,4,34,frequently,4656
vegan,private,57,hybrid,7827,wood,No,14,10,large,2,23,frequently,3630
pescatarian,private,43.5,lpg,1300,natural gas,Yes,6,17,extra large,5,2,very frequently,3423
vegetarian,private,48,hybrid,8366,natural gas,Yes,5,22,medium,6,18,frequently,3287
omnivore,private,78,diesel,9901,coal,Sometimes,21,10,extra large,1,25,rarely,4765
omnivore,private,58.5,lpg,9662,natural gas,No,19,1,large,2,43,never,3314
pescatarian,private,106.5,electric,4009,electricity,Sometimes,24,23,medium,7,29,frequently,1937
vegan,private,52.5,electric,3438,natural gas,Sometimes,8,19,medium,6,11,frequently,1669
vegan,private,46.5,petrol,343,coal,No,8,15,large,1,36,frequently,2200
omnivore,private,87,hybrid,7585,electricity,No,23,12,medium,5,26,never,2428
vegetarian,private,15,electric,1762,coal,Sometimes,1,8,medium,7,29,never,1685
vegetarian,private,30,hybrid,1952,natural gas,Sometimes,3,14,large,2,15,rarely,1497
pescatarian,private,54,hybrid,932,electricity,Sometimes,10,16,small,6,1,very frequently,2669
vegetarian,private,40.5,hybrid,2924,wood,Yes,9,9,medium,2,11,very frequently,2423
vegan,private,25.5,diesel,1884,wood,Sometimes,8,1,large,4,27,never,1886
pescatarian,private,94.5,lpg,7506,wood,Sometimes,24,15,extra large,5,36,frequently,5533
vegetarian,private,66,electric,2671,natural gas,Sometimes,18,8,extra large,2,37,rarely,1487
vegetarian,private,30,diesel,2570,electricity,No,4,12,small,4,22,rarely,1283
omnivore,private,67.5,hybrid,3439,coal,No,18,9,small,1,45,rarely,2464
pescatarian,private,94.5,hybrid,4799,wood,Yes,20,23,extra large,1,0,frequently,1732
omnivore,private,91.5,electric,8747,electricity,Sometimes,21,19,extra large,5,10,rarely,1511
vegan,private,78,electric,71,natural gas,Yes,22,8,medium,5,31,very frequently,2899
vegetarian,private,79.5,electric,2289,wood,No,18,17,large,7,11,never,1340
vegetarian,private,58.5,electric,4630,electricity,Yes,19,1,large,5,22,very frequently,2591
pescatarian,private,40.5,hybrid,8182,wood,Sometimes,6,15,large,1,8,very frequently,4019
vegan,private,34.5,diesel,85,coal,No,9,5,extra large,2,9,frequently,1789
omnivore,private,49.5,petrol,54,wood,No,6,21,large,7,4,rarely,1568
vegan,private,108,electric,1552,electricity,Yes,24,24,small,1,46,rarely,1274
omnivore,private,79.5,electric,9489,natural gas,Sometimes,22,9,small,5,1,frequently,1610
vegan,private,60,petrol,909,natural gas,No,9,22,small,1,45,rarely,1819
omnivore,private,33,electric,3182,wood,Sometimes,3,16,large,7,13,frequently,2612
vegetarian,private,22.5,petrol,837,wood,No,6,3,large,4,22,rarely,1824
vegetarian,private,66,petrol,2317,natural gas,Sometimes,14,16,extra large,3,11,never,2266
vegetarian,private,46.5,electric,5898,electricity,Yes,13,5,medium,3,43,rarely,1175
omnivore,private,31.5,lpg,7691,coal,Yes,9,3,extra large,1,5,rarely,3206
pescatarian,private,88.5,hybrid,4881,natural gas,No,19,21,large,7,5,never,2432
vegetarian,private,39,electric,3010,natural gas,Yes,7,12,large,7,48,rarely,1977
vegetarian,private,88.5,electric,5119,wood,Yes,20,19,medium,5,26,never,1634
pescatarian,private,40.5,hybrid,21,natural gas,Yes,11,5,extra large,5,11,never,1888
pescatarian,private,61.5,electric,1167,coal,Sometimes,20,1,small,3,37,rarely,1508
omnivore,private,67.5,hybrid,6423,coal,Yes,11,23,extra large,7,29,very frequently,3919
vegan,private,73.5,petrol,3634,wood,Sometimes,21,7,small,2,50,never,2881
pescatarian,private,24,petrol,6218,coal,Sometimes,7,2,extra large,3,6,never,3197
omnivore,private,63,lpg,7733,coal,No,18,6,large,3,22,very frequently,4462
pescatarian,private,61.5,petrol,3522,coal,No,9,23,medium,1,49,rarely,3102
omnivore,private,16.5,lpg,9688,coal,Sometimes,0,11,extra large,5,18,frequently,5224
pescatarian,private,39,petrol,6823,electricity,Yes,6,14,extra large,5,2,rarely,3721
omnivore,private,82.5,diesel,5837,coal,Sometimes,19,17,large,7,40,rarely,3906
vegetarian,private,42,hybrid,2800,wood,Sometimes,11,6,small,4,35,rarely,1362
pescatarian,private,43.5,hybrid,1178,coal,Sometimes,11,7,extra large,3,45,frequently,2761
pescatarian,private,24,hybrid,2582,wood,Sometimes,6,4,small,6,3,frequently,1855
vegan,private,40.5,petrol,3164,electricity,Sometimes,2,23,small,5,38,very frequently,3364
vegan,private,73.5,lpg,8469,wood,Sometimes,17,15,medium,4,36,frequently,5035
omnivore,private,24,lpg,3280,coal,Sometimes,8,0,small,3,47,very frequently,3696
omnivore,private,61.5,diesel,609,electricity,Sometimes,14,13,small,5,19,never,1250
vegan,private,100.5,diesel,8766,wood,No,22,23,large,1,14,frequently,3987
pescatarian,private,93,hybrid,3892,coal,Sometimes,19,24,small,4,48,very frequently,3475
vegetarian,private,15,diesel,4135,wood,No,3,4,extra large,7,41,frequently,3589
pescatarian,private,102,petrol,4690,coal,Yes,23,22,large,5,23,frequently,4105
vegan,private,79.5,electric,2419,wood,Sometimes,20,13,extra large,7,3,very frequently,3342
vegan,private,90,electric,5544,electricity,Yes,24,12,small,4,19,frequently,1333
vegetarian,private,45,petrol,1645,electricity,Yes,5,20,small,2,28,very frequently,2618
pescatarian,private,55.5,electric,9246,natural gas,No,14,9,large,5,35,very frequently,3420
omnivore,private,60,electric,7270,wood,Sometimes,16,8,large,1,43,never,1244
omnivore,private,30,hybrid,4588,natural gas,Sometimes,5,10,small,3,14,never,1525
vegetarian,private,48,hybrid,7843,coal,No,7,18,medium,1,41,very frequently,4682
vegan,private,51,lpg,9503,natural gas,Yes,17,0,extra large,5,0,never,3087
pescatarian,private,42,electric,2171,electricity,No,14,0,medium,7,8,very frequently,2474
vegan,private,43.5,diesel,1414,wood,Yes,13,3,medium,7,40,frequently,2441
pescatarian,private,34.5,electric,4443,wood,Yes,7,9,large,4,39,never,1358
omnivore,private,75,lpg,1200,wood,Yes,16,18,large,7,22,very frequently,2777
vegan,private,75,hybrid,1778,electricity,No,23,4,small,7,3,very frequently,1926
omnivore,private,60,lpg,2301,electricity,Sometimes,15,10,extra large,6,35,never,1825
pescatarian,private,72,hybrid,583,electricity,Yes,13,22,small,5,42,frequently,1647
omnivore,private,46.5,hybrid,9663,coal,No,11,9,extra large,3,49,frequently,3938
omnivore,private,90,lpg,352,electricity,Yes,18,24,medium,2,15,rarely,1691
vegetarian,private,36,lpg,4191,wood,No,0,24,extra large,7,29,frequently,4492
pescatarian,private,45,diesel,831,coal,No,6,18,large,2,23,rarely,1409
vegan,private,49.5,diesel,8311,coal,No,8,17,large,2,19,frequently,3190
pescatarian,private,60,hybrid,3424,natural gas,No,19,2,medium,7,36,very frequently,3425
vegan,private,21,electric,6873,wood,Yes,0,14,large,2,33,rarely,1067
vegetarian,private,13.5,electric,8676,natural gas,No,2,5,medium,2,18,very frequently,2237
vegan,private,85.5,hybrid,5284,natural gas,Yes,18,21,medium,2,39,frequently,3597
vegan,private,34.5,diesel,2988,electricity,Yes,10,3,small,5,11,rarely,1501
omnivore,private,9,electric,4999,coal,Sometimes,3,0,extra large,5,1,rarely,1729
vegan,private,45,petrol,2236,electricity,No,4,22,medium,3,50,never,2360
omnivore,private,60,petrol,7386,coal,Yes,19,2,extra large,1,35,never,5360
vegetarian,private,40.5,petrol,3374,coal,No,13,1,large,6,13,very frequently,5034
omnivore,private,76.5,diesel,2035,electricity,No,19,13,medium,7,17,frequently,1950
pescatarian,private,34.5,diesel,6365,wood,No,0,23,medium,2,3,rarely,2493
vegetarian,private,99,electric,5795,wood,No,24,18,medium,2,44,frequently,1791
vegetarian,private,99,lpg,1116,natural gas,Sometimes,23,20,small,7,3,very frequently,2309
omnivore,private,31.5,lpg,7507,wood,Sometimes,2,17,medium,1,50,never,3939
omnivore,private,81,hybrid,1370,natural gas,Sometimes,23,8,small,4,44,very frequently,3251
pescatarian,private,81,lpg,7450,wood,Yes,21,12,extra large,2,42,frequently,4257
pescatarian,private,33,electric,9086,coal,Sometimes,0,22,small,4,27,rarely,1593
vegan,private,64.5,lpg,5652,coal,Sometimes,13,17,large,3,33,frequently,3767
omnivore,private,58.5,electric,2098,coal,No,15,9,extra large,3,10,very frequently,2487
omnivore,private,28.5,petrol,960,electricity,Yes,4,11,large,5,40,very frequently,3147
omnivore,private,78,petrol,2089,coal,No,16,20,medium,7,4,rarely,2577
vegetarian,private,90,hybrid,504,wood,No,20,20,extra large,4,27,frequently,2236
vegetarian,private,55.5,electric,1519,electricity,Sometimes,7,23,small,7,38,never,1119
pescatarian,private,43.5,lpg,2369,coal,Sometimes,5,19,large,2,12,rarely,1945
pescatarian,private,69,hybrid,8524,wood,Yes,18,10,small,4,35,very frequently,4931
vegan,private,45,hybrid,2989,coal,No,13,4,small,5,43,rarely,2036
vegan,private,37.5,petrol,8442,wood,No,10,5,extra large,6,1,frequently,3959
